Sample	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
NS.1223.004.NEBNext_dual_i7_B7---NEBNext_dual_i5_B7.07_09_ACC_R2	10692.0	10653.0	10416.0	10440.0	10381.0	10390.0	10279.0	10247.0	10284.0	10546.0	10758.0	10807.0	11113.0	10890.0	11454.0	12686.0	12826.0	13228.0	13925.0	14733.0	16665.0	17949.0	19829.0	21706.0	24649.0	28166.0	33347.0	39436.0	45435.0	52406.0	61811.0	74150.0	89121.0	105781.0	125587.0	151044.0	179398.0	236389.0	606665.0	1432877.0	42038488.0
NS.1223.004.NEBNext_dual_i7_B8---NEBNext_dual_i5_B8.05_13_vHIP_R1	10990.0	12207.0	13788.0	13580.0	12390.0	12030.0	11680.0	11352.0	11140.0	11247.0	11244.0	11672.0	11959.0	12248.0	12393.0	13285.0	13591.0	14267.0	15201.0	17140.0	19005.0	21280.0	24795.0	28192.0	32060.0	36888.0	43302.0	50762.0	58818.0	68592.0	80168.0	96961.0	116920.0	138751.0	164586.0	198831.0	238669.0	308174.0	724717.0	1595860.0	55148563.0
NS.1223.004.NEBNext_dual_i7_B8---NEBNext_dual_i5_B8.05_13_vHIP_R2	14161.0	13879.0	13661.0	13691.0	13255.0	13225.0	13257.0	13205.0	13383.0	13217.0	13700.0	13904.0	14287.0	14334.0	14815.0	15674.0	16259.0	16833.0	17482.0	19110.0	20718.0	22824.0	25094.0	27707.0	31510.0	35850.0	42625.0	50809.0	58645.0	68776.0	80245.0	96498.0	117042.0	138610.0	165803.0	201042.0	239803.0	317484.0	815265.0	1912060.0	54689556.0
NS.1223.004.NEBNext_dual_i7_B9---NEBNext_dual_i5_B9.01_09_dHIP_R1	9907.0	11158.0	12504.0	12263.0	11369.0	11137.0	10538.0	10136.0	9963.0	10202.0	10050.0	10281.0	10423.0	10757.0	11288.0	11746.0	12542.0	12677.0	13887.0	15302.0	16978.0	19299.0	21650.0	24178.0	27170.0	31741.0	37837.0	44263.0	52081.0	59523.0	70264.0	85169.0	102150.0	121950.0	144035.0	175211.0	209497.0	268443.0	640186.0	1410150.0	48799271.0
NS.1223.004.NEBNext_dual_i7_B9---NEBNext_dual_i5_B9.01_09_dHIP_R2	12594.0	12450.0	12002.0	12299.0	11967.0	11760.0	11836.0	11731.0	11983.0	12013.0	12592.0	12648.0	13085.0	13007.0	13961.0	14420.0	14758.0	15292.0	16267.0	17329.0	19011.0	20873.0	22875.0	25228.0	28273.0	32547.0	38527.0	45164.0	52348.0	59892.0	70492.0	84583.0	102064.0	121320.0	143861.0	174376.0	208753.0	274228.0	708409.0	1677663.0	48414695.0
NS.1223.004.NEBNext_dual_i7_C1---NEBNext_dual_i5_C1.16_38_dHIP_R1	6339.0	7273.0	8187.0	7857.0	7350.0	6984.0	6878.0	6609.0	6572.0	6662.0	6482.0	6564.0	6583.0	6934.0	7109.0	7476.0	7832.0	8115.0	8632.0	9290.0	10089.0	11226.0	12768.0	14184.0	16169.0	18466.0	21405.0	24949.0	29361.0	34109.0	40283.0	48849.0	59199.0	70340.0	83200.0	101384.0	124955.0	162444.0	409822.0	942487.0	32345815.0
NS.1223.004.NEBNext_dual_i7_C1---NEBNext_dual_i5_C1.16_38_dHIP_R2	8839.0	8787.0	8485.0	8652.0	8480.0	8414.0	8466.0	8257.0	8330.0	8500.0	8685.0	8618.0	9001.0	8821.0	9098.0	9694.0	9785.0	10084.0	10483.0	10797.0	11767.0	12948.0	14204.0	14941.0	16993.0	19040.0	22125.0	26071.0	30059.0	35123.0	41329.0	49717.0	59452.0	70711.0	84232.0	102604.0	125333.0	169598.0	463189.0	1126348.0	32051172.0
NS.1223.004.NEBNext_dual_i7_C2---NEBNext_dual_i5_C2.03_13_ACC_R1	5520.0	6313.0	6945.0	6867.0	6401.0	6224.0	6020.0	5765.0	5653.0	5957.0	5741.0	6032.0	6041.0	6452.0	6382.0	6837.0	7061.0	7185.0	8090.0	9010.0	10018.0	11420.0	13034.0	14769.0	16797.0	19553.0	22675.0	26356.0	30941.0	35593.0	41750.0	50539.0	60520.0	71914.0	86379.0	103815.0	124650.0	160420.0	373310.0	822626.0	27654110.0
NS.1223.004.NEBNext_dual_i7_C2---NEBNext_dual_i5_C2.03_13_ACC_R2	6500.0	6539.0	6434.0	6574.0	6282.0	6435.0	6540.0	6464.0	6491.0	6835.0	6668.0	6948.0	7072.0	7078.0	7554.0	7896.0	8257.0	8456.0	9148.0	9768.0	10824.0	11964.0	12891.0	14400.0	16382.0	18745.0	21824.0	25923.0	30495.0	35123.0	41246.0	49896.0	59656.0	70560.0	85121.0	101878.0	121504.0	157946.0	399833.0	942566.0	27508969.0
NS.1223.004.NEBNext_dual_i7_C3---NEBNext_dual_i5_C3.07_26_vHIP_R1	9479.0	10372.0	11698.0	11437.0	10650.0	10111.0	9575.0	9315.0	9329.0	9245.0	9420.0	9353.0	9603.0	9954.0	10316.0	10749.0	11336.0	11744.0	12670.0	13985.0	15343.0	17515.0	20002.0	22758.0	25697.0	29901.0	35616.0	41713.0	48849.0	56494.0	67029.0	80726.0	98066.0	116186.0	138782.0	167330.0	201258.0	256912.0	595066.0	1281123.0	43658706.0
