Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
NS.1223.004.NEBNext_dual_i7_A1---NEBNext_dual_i5_A1.03_32_vHIP_R1	36.10614606784712	35.996117331345786	36.19181920161085	36.28534535102077	36.3134963873211	36.28443838468134	36.10246480186479	36.22222944314989	36.22871827335391	36.33259557450661	36.296948990140365	36.287817124516515	36.293283934308114	36.284526780655966	36.28424123710499	36.260080213324095	36.2355954560688	36.19285957399773	36.18565396597152	36.17892172946321	36.17042456425608	36.159941239575076	36.157243394204414	36.14965255285722	36.14029402818125	36.14478912071947	36.12962971866046	36.12311435183621	36.11478922350535	36.11970347852028	36.10310513364656	36.091211555369455	36.089294629884634	36.07351501783789	36.065357799257356	36.06293191945992	36.061987315076486	36.05088985927693	36.03959921380202	36.015815676917015	36.01866540525427	36.029986161682984	36.004230693097405	36.01518946948714	35.99965640462635	35.99372629079592	35.99086286446352	35.96586548538633	35.961813316568005	35.972004747759755	35.935260334286404	35.946123286818846	35.96690226717432	35.99671311858848	36.56222549605921
NS.1223.004.NEBNext_dual_i7_A1---NEBNext_dual_i5_A1.03_32_vHIP_R2	35.985854723326405	36.00523503419529	36.16276235985423	36.18066925673064	36.25259451578118	36.17573569333418	36.14721847227651	36.240042709524054	36.25379596651363	36.30933378752711	36.27149854795681	36.257044022567314	36.26692175561075	36.270588679409514	36.26718042264954	36.24320712401415	36.22064334686786	36.21323058172827	36.233757108095546	36.21919600968546	36.206722012277794	36.205313909623925	36.21075659748752	36.180956428816884	36.17491251814982	36.16068386684554	36.138696483057984	36.13984778245958	36.15481535668596	36.115641791686095	36.12059063319366	36.102847481259616	36.08811009641353	36.09266954690189	36.08278294722342	36.059740088796616	36.05963508954452	36.050563410093474	36.04692309775167	36.01663078662089	36.03129642973974	36.02124878834855	36.021741949678784	36.02633889528708	35.9807143296398	35.96601890627949	35.97463032612626	35.96753634894171	35.94966033060217	35.92120192598013	35.92649511928536	35.94859667077783	35.97405576417697	35.97058777143301	36.52516764901758
NS.1223.004.NEBNext_dual_i7_A2---NEBNext_dual_i5_A2.17_32_dHIP_R1	36.15019820901751	36.02920398832107	36.21663971460643	36.30795672795008	36.33657181978381	36.313157530000744	36.13229110661974	36.25362963718859	36.25378651379067	36.360840687241364	36.32541513280442	36.312912143772074	36.31699196350105	36.31015802652281	36.311824946255115	36.28730966319461	36.26143018965065	36.221980491108454	36.21487774339943	36.21030319077878	36.20217197323981	36.19173990437403	36.18628033821378	36.17713369270836	36.170182211141636	36.178051239519554	36.16184056993157	36.15193275679687	36.14085127583536	36.146373525343215	36.13297432321795	36.12159593828147	36.11861660993152	36.10017115165222	36.09085206743164	36.09055080359229	36.092848623680084	36.08219809529824	36.067891489676626	36.04326798562846	36.04668003729175	36.058991803490756	36.034659790979575	36.04584636230892	36.02844344826964	36.02181419441154	36.019137638058126	35.99701088889151	35.99403930785965	36.002778175580744	35.965768087533974	35.97714902302091	35.99901250765933	36.02705647026629	36.57598645735794
NS.1223.004.NEBNext_dual_i7_A2---NEBNext_dual_i5_A2.17_32_dHIP_R2	35.93672789677215	35.98660237645206	36.15084146020132	36.17410907797681	36.252051447148574	36.17802804207339	36.13450639843306	36.251033272308845	36.24854278009708	36.29817659507712	36.275567678165366	36.25784119328263	36.265229824222054	36.2711374181919	36.26884171896541	36.24431160613169	36.22001080247732	36.213858042594744	36.233281677731924	36.21913618043397	36.208778101046676	36.2074845419057	36.21158539300934	36.18097513463062	36.17614300259758	36.16317635732197	36.14127632076752	36.14354834829939	36.15750168100518	36.11650387190426	36.12032327566894	36.1025269042088	36.087445331226306	36.092939513482946	36.08341012552087	36.06094649029236	36.061993077344134	36.05143768172491	36.0493205718532	36.01942485320357	36.033113837775495	36.022884353202926	36.02462877506983	36.03062866859764	35.984819712540755	35.96936697235918	35.97821796138543	35.97116173325844	35.953260277714975	35.924066853510666	35.93093527153166	35.95206441735229	35.97578174417407	35.97070565612391	36.526889244469984
NS.1223.004.NEBNext_dual_i7_A3---NEBNext_dual_i5_A3.07_26_ACC_R1	36.1064388444093	36.00487733270308	36.198632050288566	36.294839823004104	36.32306989190781	36.295972999032315	36.119935236163954	36.23777823134638	36.24302025841141	36.349984136408025	36.31238688336648	36.304099075724025	36.30993021805927	36.3018151920824	36.301909892454546	36.27931175672338	36.25528719545898	36.21561161841056	36.20739127441961	36.19911762353922	36.18992561643397	36.18142975279479	36.18003239487136	36.170921436165145	36.15774458103407	36.1618681195696	36.14763799958486	36.14396523311284	36.13591533439114	36.137269861174374	36.1170391974971	36.10540514729051	36.10727717369981	36.09314226457725	36.08231193792258	36.07650954312605	36.07437254827845	36.06472794495802	36.05655283322494	36.03156631812614	36.02795767058554	36.03654870769392	36.010318526680685	36.02571369570032	36.01159193204284	36.00118257463021	35.99382834819254	35.967531516615324	35.96683197801302	35.97833533846146	35.93910546986143	35.9466350657584	35.96660616539675	35.996727937998386	36.56367492452701
NS.1223.004.NEBNext_dual_i7_A3---NEBNext_dual_i5_A3.07_26_ACC_R2	35.99690366032495	36.07540820862886	36.227684421163346	36.24011545753636	36.3109971936585	36.245569857737834	36.1922074097868	36.29233606752668	36.30791817784846	36.34964419190838	36.33465772965722	36.31266703560544	36.32195788256837	36.32501133840733	36.323254818860015	36.299928907072314	36.27869155380556	36.272813662871584	36.28877692734258	36.27509089161829	36.26217675307172	36.259313668544365	36.2650973304125	36.23670637645904	36.23201980541088	36.218705271517365	36.19618394762908	36.19752028748133	36.21235917567881	36.175320867433534	36.17869119486484	36.1627631796634	36.148658143196634	36.15329712610579	36.142932708204775	36.118526014604946	36.119115425559	36.11007535075466	36.10777731581141	36.07848339212167	36.0899324479026	36.08054579195221	36.081165552984885	36.086095992337164	36.04144153081556	36.02611078205141	36.03236861451231	36.0260110584523	36.00932639352604	35.9801604111999	35.98316183629515	36.003287108579585	36.02664135262295	36.02177678929036	36.548346887575505
NS.1223.004.NEBNext_dual_i7_A4---NEBNext_dual_i5_A4.10_35_vHIP_R1	36.09220070216933	35.99382132507179	36.193161857501316	36.288141789398416	36.31663105812031	36.28767323555855	36.10720291095055	36.2285434891912	36.23431739281169	36.340909616323714	36.30499839182522	36.294718004537	36.2996681160267	36.291059579712034	36.290361576795945	36.26726761121323	36.24339597750775	36.20328520405941	36.19436965370515	36.18829865269899	36.178008822346655	36.169136960476905	36.16719885253073	36.158483905345065	36.14893577199686	36.1530787536136	36.13672705897551	36.13211939842533	36.12357545676378	36.12788239913701	36.10870568938526	36.097071262947736	36.09776625588816	36.082718647666844	36.07309263882813	36.069024318909335	36.067663941406614	36.05783120762629	36.04868922324263	36.02437144285618	36.024331722277594	36.034817449740814	36.007751281683376	36.02242629984825	36.00806849484664	36.000878921069884	35.99357308988713	35.96763749823624	35.96616135919796	35.97855379998734	35.940485741164565	35.948716665683826	35.96886174744874	35.998155009747336	36.56353215971236
NS.1223.004.NEBNext_dual_i7_A4---NEBNext_dual_i5_A4.10_35_vHIP_R2	35.85303666636374	35.96707153935154	36.13408676972271	36.154342859885816	36.23124689873654	36.1665227075704	36.116291294377696	36.20660980571254	36.20606175233777	36.27563259713177	36.256060558143304	36.23392871069556	36.24556274877234	36.248990565395886	36.23853541853963	36.21904790857348	36.19289694936556	36.187822928925584	36.205093228442124	36.19036920206049	36.17738012312351	36.17257489942763	36.17893818170337	36.14868081378552	36.1464026682097	36.13382285179938	36.108549301575614	36.10821980333225	36.12356893976711	36.082281183451514	36.0861351091919	36.06870530469796	36.05163710071359	36.05731820791874	36.04729325323481	36.022753558643444	36.024110576745855	36.01344138410809	36.0101344429803	35.97871499979338	35.99264047187424	35.98161101592713	35.98152451375415	35.98794600845588	35.939444206482385	35.92206828089113	35.93007222323706	35.92312804389031	35.905343095415134	35.873227687733646	35.879531700604645	35.901284814720725	35.926175645839834	35.92207358577978	36.50247984208929
NS.1223.004.NEBNext_dual_i7_A5---NEBNext_dual_i5_A5.08_31_dHIP_R1	36.1257495035121	36.02468382788862	36.221873877678654	36.31423284338503	36.34032023396873	36.31183482286067	36.13241614562813	36.2609960602072	36.26201295042908	36.364257325905214	36.328455227302115	36.31936837927243	36.324896403438515	36.31536295094779	36.31509455950321	36.29147439068261	36.26758712203375	36.22990813143535	36.2214161928531	36.21196154341767	36.202610723503554	36.19508105976997	36.193472640988446	36.18432657967742	36.17094639556929	36.174972729397695	36.16084516067639	36.15668094175861	36.148335622543044	36.15085361646685	36.13013718228912	36.11936681732171	36.11968387175567	36.10568259083948	36.09591478727944	36.08839246568553	36.087630073072575	36.07837872335212	36.06991051140085	36.04501635074804	36.041792878855155	36.05068860194079	36.02511355127919	36.040631158533685	36.02463112389336	36.015490385289326	36.00704064433023	35.98046425501529	35.97915904593064	35.98856256153647	35.94820522865827	35.95489087898464	35.97323681742718	36.00270120675631	36.564991732990336
