Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Picard_mqc-generalstats-picard-PERCENT_DUPLICATION	STAR_mqc-generalstats-star-uniquely_mapped_percent	STAR_mqc-generalstats-star-uniquely_mapped	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed
NS.1223.004.NEBNext_dual_i7_A5---NEBNext_dual_i5_A5.08_31_dHIP						0.0	93.7	42119466.0	
NS.1223.004.NEBNext_dual_i7_A5---NEBNext_dual_i5_A5.08_31_dHIP_R1	56.26888955477321	51.0	101.0	18.181818181818183	44952861.0				0.31792223105412887
NS.1223.004.NEBNext_dual_i7_A5---NEBNext_dual_i5_A5.08_31_dHIP_R2	58.016696040614065	51.0	101.0	9.090909090909092	44952861.0				
NS.1223.004.NEBNext_dual_i7_A6---NEBNext_dual_i5_A6.24_32_ACC						0.0	93.46	60379631.0	
NS.1223.004.NEBNext_dual_i7_A6---NEBNext_dual_i5_A6.24_32_ACC_R1	57.862981263621236	50.0	101.0	18.181818181818183	64605195.0				0.3052942423501073
NS.1223.004.NEBNext_dual_i7_A6---NEBNext_dual_i5_A6.24_32_ACC_R2	60.81870688669158	50.0	101.0	9.090909090909092	64605195.0				
NS.1223.004.NEBNext_dual_i7_A7---NEBNext_dual_i5_A7.01_15_vHIP						0.0	93.98	53814703.0	
NS.1223.004.NEBNext_dual_i7_A7---NEBNext_dual_i5_A7.01_15_vHIP_R1	57.9101235543232	51.0	101.0	18.181818181818183	57264239.0				0.29553833279391484
NS.1223.004.NEBNext_dual_i7_A7---NEBNext_dual_i5_A7.01_15_vHIP_R2	60.42809987800698	51.0	101.0	9.090909090909092	57264239.0				
NS.1223.004.NEBNext_dual_i7_A8---NEBNext_dual_i5_A8.05_13_dHIP							94.08	63086774.0	
NS.1223.004.NEBNext_dual_i7_A8---NEBNext_dual_i5_A8.05_13_dHIP_R1	58.868354079547466	51.0	101.0	18.181818181818183	67059738.0				0.27742280315872253
NS.1223.004.NEBNext_dual_i7_A8---NEBNext_dual_i5_A8.05_13_dHIP_R2	61.363918302027315	51.0	101.0	9.090909090909092	67059738.0				
NS.1223.004.NEBNext_dual_i7_A9---NEBNext_dual_i5_A9.01_09_ACC							92.97	52138789.0	
NS.1223.004.NEBNext_dual_i7_A9---NEBNext_dual_i5_A9.01_09_ACC_R1	57.18993480766527	51.0	101.0	18.181818181818183	56079480.0				0.3818711787040977
NS.1223.004.NEBNext_dual_i7_A9---NEBNext_dual_i5_A9.01_09_ACC_R2	59.82613376521746	51.0	101.0	9.090909090909092	56079480.0				
NS.1223.004.NEBNext_dual_i7_B1---NEBNext_dual_i5_B1.16_38_ACC						0.0	92.95	33310237.0	
NS.1223.004.NEBNext_dual_i7_B1---NEBNext_dual_i5_B1.16_38_ACC_R1	53.838433592183655	51.0	101.0	18.181818181818183	35836501.0				0.40770977010725507
NS.1223.004.NEBNext_dual_i7_B1---NEBNext_dual_i5_B1.16_38_ACC_R2	56.07682366558462	51.0	101.0	9.090909090909092	35836501.0				
NS.1223.004.NEBNext_dual_i7_B2---NEBNext_dual_i5_B2.17_32_vHIP						0.0	93.19	49925823.0	
NS.1223.004.NEBNext_dual_i7_B2---NEBNext_dual_i5_B2.17_32_vHIP_R1	58.060919938679326	51.0	101.0	18.181818181818183	53572942.0				0.3984571129578846
NS.1223.004.NEBNext_dual_i7_B2---NEBNext_dual_i5_B2.17_32_vHIP_R2	61.25820041578066	51.0	101.0	9.090909090909092	53572942.0				
NS.1223.004.NEBNext_dual_i7_B3---NEBNext_dual_i5_B3.07_26_dHIP						0.0	93.6	51084306.0	
NS.1223.004.NEBNext_dual_i7_B3---NEBNext_dual_i5_B3.07_26_dHIP_R1	58.925745441172786	51.0	101.0	18.181818181818183	54579559.0				0.35153668659603265
NS.1223.004.NEBNext_dual_i7_B3---NEBNext_dual_i5_B3.07_26_dHIP_R2	61.51535942120388	52.0	101.0	9.090909090909092	54579559.0				
NS.1223.004.NEBNext_dual_i7_B4---NEBNext_dual_i5_B4.23_38_ACC						0.0	93.48	37067060.0	
NS.1223.004.NEBNext_dual_i7_B4---NEBNext_dual_i5_B4.23_38_ACC_R1	54.25981082985685	51.0	101.0	18.181818181818183	39651167.0				0.3379734968293981
NS.1223.004.NEBNext_dual_i7_B4---NEBNext_dual_i5_B4.23_38_ACC_R2	56.886468185630534	51.0	101.0	9.090909090909092	39651167.0				
NS.1223.004.NEBNext_dual_i7_B5---NEBNext_dual_i5_B5.08_31_vHIP						0.0	93.7	33700544.0	
NS.1223.004.NEBNext_dual_i7_B5---NEBNext_dual_i5_B5.08_31_vHIP_R1	55.02393511971163	51.0	101.0	18.181818181818183	35966945.0				0.3505811425815378
NS.1223.004.NEBNext_dual_i7_B5---NEBNext_dual_i5_B5.08_31_vHIP_R2	57.67305193034618	52.0	101.0	9.090909090909092	35966945.0				
NS.1223.004.NEBNext_dual_i7_B6---NEBNext_dual_i5_B6.24_32_dHIP						0.0	93.62	39578127.0	
NS.1223.004.NEBNext_dual_i7_B6---NEBNext_dual_i5_B6.24_32_dHIP_R1	54.56383224702329	51.0	101.0	18.181818181818183	42274003.0				0.35509850222877765
NS.1223.004.NEBNext_dual_i7_B6---NEBNext_dual_i5_B6.24_32_dHIP_R2	56.67213309723918	51.0	101.0	9.090909090909092	42274003.0				
NS.1223.004.NEBNext_dual_i7_B7---NEBNext_dual_i5_B7.07_09_ACC						0.0	93.48	43017356.0	
NS.1223.004.NEBNext_dual_i7_B7---NEBNext_dual_i5_B7.07_09_ACC_R1	54.533195876612155	51.0	101.0	18.181818181818183	46018514.0				0.36471867357860827
NS.1223.004.NEBNext_dual_i7_B7---NEBNext_dual_i5_B7.07_09_ACC_R2	57.621218925794736	51.0	101.0	9.090909090909092	46018514.0				
NS.1223.004.NEBNext_dual_i7_B8---NEBNext_dual_i5_B8.05_13_vHIP						0.0	93.49	56105525.0	
NS.1223.004.NEBNext_dual_i7_B8---NEBNext_dual_i5_B8.05_13_vHIP_R1	58.108632367104974	51.0	101.0	18.181818181818183	60010642.0				0.3634439529991206
NS.1223.004.NEBNext_dual_i7_B8---NEBNext_dual_i5_B8.05_13_vHIP_R2	60.17547137564004	51.0	101.0	9.090909090909092	60010642.0				
NS.1223.004.NEBNext_dual_i7_B9---NEBNext_dual_i5_B9.01_09_dHIP						0.0	93.65	49712692.0	
NS.1223.004.NEBNext_dual_i7_B9---NEBNext_dual_i5_B9.01_09_dHIP_R1	57.615283638666476	51.0	101.0	18.181818181818183	53084388.0				0.35902741301358704
NS.1223.004.NEBNext_dual_i7_B9---NEBNext_dual_i5_B9.01_09_dHIP_R2	59.82140232661248	52.0	101.0	9.090909090909092	53084388.0				
NS.1223.004.NEBNext_dual_i7_C1---NEBNext_dual_i5_C1.16_38_dHIP						0.0	93.76	32861212.0	
NS.1223.004.NEBNext_dual_i7_C1---NEBNext_dual_i5_C1.16_38_dHIP_R1	51.12212663393457	50.0	101.0	18.181818181818183	35048824.0				0.3122529733080487
NS.1223.004.NEBNext_dual_i7_C1---NEBNext_dual_i5_C1.16_38_dHIP_R2	52.88669469248777	51.0	101.0	9.090909090909092	35048824.0				
NS.1223.004.NEBNext_dual_i7_C2---NEBNext_dual_i5_C2.03_13_ACC						0.0	93.28	28083382.0	
NS.1223.004.NEBNext_dual_i7_C2---NEBNext_dual_i5_C2.03_13_ACC_R1	50.60366163606075	50.0	101.0	18.181818181818183	30107510.0				0.3719318068501648
NS.1223.004.NEBNext_dual_i7_C2---NEBNext_dual_i5_C2.03_13_ACC_R2	53.607035428025384	51.0	101.0	9.090909090909092	30107510.0				
NS.1223.004.NEBNext_dual_i7_C3---NEBNext_dual_i5_C3.07_26_vHIP						0.0	93.52	44482767.0	
NS.1223.004.NEBNext_dual_i7_C3---NEBNext_dual_i5_C3.07_26_vHIP_R1	57.3093610444817	51.0	101.0	18.181818181818183	47563263.0				0.3721423393596028
NS.1223.004.NEBNext_dual_i7_C3---NEBNext_dual_i5_C3.07_26_vHIP_R2	61.02982543097606	52.0	101.0	9.090909090909092	47563263.0				
NS.1223.004.NEBNext_dual_i7_C4---NEBNext_dual_i5_C4.23_38_dHIP						0.0	93.74	28616862.0	
NS.1223.004.NEBNext_dual_i7_C4---NEBNext_dual_i5_C4.23_38_dHIP_R1	49.21510795458792	51.0	101.0	9.090909090909092	30528345.0				0.3636268439240403
NS.1223.004.NEBNext_dual_i7_C4---NEBNext_dual_i5_C4.23_38_dHIP_R2	52.103954590347065	51.0	101.0	9.090909090909092	30528345.0				
NS.1223.004.NEBNext_dual_i7_C5---NEBNext_dual_i5_C5.19_26_ACC						0.0	93.06	34074653.0	
NS.1223.004.NEBNext_dual_i7_C5---NEBNext_dual_i5_C5.19_26_ACC_R1	54.62742089813855	51.0	101.0	18.181818181818183	36616291.0				0.37885837792422467
NS.1223.004.NEBNext_dual_i7_C5---NEBNext_dual_i5_C5.19_26_ACC_R2	57.13962534847868	51.0	101.0	9.090909090909092	36616291.0				
NS.1223.004.NEBNext_dual_i7_C6---NEBNext_dual_i5_C6.24_32_vHIP						0.0	93.56	26778213.0	
NS.1223.004.NEBNext_dual_i7_C6---NEBNext_dual_i5_C6.24_32_vHIP_R1	51.86209385417124	52.0	101.0	18.181818181818183	28622491.0				0.3615672011355
NS.1223.004.NEBNext_dual_i7_C6---NEBNext_dual_i5_C6.24_32_vHIP_R2	54.61198172255479	52.0	101.0	9.090909090909092	28622491.0				
NS.1223.004.NEBNext_dual_i7_C7---NEBNext_dual_i5_C7.07_09_dHIP						0.0	93.92	43166959.0	
NS.1223.004.NEBNext_dual_i7_C7---NEBNext_dual_i5_C7.07_09_dHIP_R1	56.07796847383665	51.0	101.0	18.181818181818183	45962658.0				0.30559723909219116
NS.1223.004.NEBNext_dual_i7_C7---NEBNext_dual_i5_C7.07_09_dHIP_R2	58.929698561978256	51.0	101.0	9.090909090909092	45962658.0				
NS.1223.004.NEBNext_dual_i7_C8---NEBNext_dual_i5_C8.06_38_ACC						0.0	93.72	28076544.0	
NS.1223.004.NEBNext_dual_i7_C8---NEBNext_dual_i5_C8.06_38_ACC_R1	51.36767483320938	51.0	101.0	18.181818181818183	29959481.0				0.3243569321689736
NS.1223.004.NEBNext_dual_i7_C8---NEBNext_dual_i5_C8.06_38_ACC_R2	53.60407659852442	52.0	101.0	9.090909090909092	29959481.0				
NS.1223.004.NEBNext_dual_i7_C9---NEBNext_dual_i5_C9.01_09_vHIP						0.0	93.6	27624315.0	
NS.1223.004.NEBNext_dual_i7_C9---NEBNext_dual_i5_C9.01_09_vHIP_R1	51.441512203110655	52.0	101.0	18.181818181818183	29511736.0				0.36868762587155557
NS.1223.004.NEBNext_dual_i7_C9---NEBNext_dual_i5_C9.01_09_vHIP_R2	54.01527354943475	52.0	101.0	9.090909090909092	29511736.0				
NS.1223.004.NEBNext_dual_i7_D1---NEBNext_dual_i5_D1.16_38_vHIP						0.0	93.8	32585809.0	
NS.1223.004.NEBNext_dual_i7_D1---NEBNext_dual_i5_D1.16_38_vHIP_R1	52.52646977798382	51.0	101.0	18.181818181818183	34740834.0				0.35847274360793757
NS.1223.004.NEBNext_dual_i7_D1---NEBNext_dual_i5_D1.16_38_vHIP_R2	55.0821783557076	51.0	101.0	9.090909090909092	34740834.0				
NS.1223.004.NEBNext_dual_i7_D2---NEBNext_dual_i5_D2.03_13_dHIP						0.0	93.64	50974960.0	
NS.1223.004.NEBNext_dual_i7_D2---NEBNext_dual_i5_D2.03_13_dHIP_R1	56.890455233993634	51.0	101.0	18.181818181818183	54436095.0				0.3796267444377205
NS.1223.004.NEBNext_dual_i7_D2---NEBNext_dual_i5_D2.03_13_dHIP_R2	60.017021424172164	51.0	101.0	9.090909090909092	54436095.0				
NS.1223.004.NEBNext_dual_i7_D3---NEBNext_dual_i5_D3.14_35_ACC						0.0	93.35	30067714.0	
NS.1223.004.NEBNext_dual_i7_D3---NEBNext_dual_i5_D3.14_35_ACC_R1	51.72876099131124	51.0	101.0	18.181818181818183	32210571.0				0.33850963442595866
NS.1223.004.NEBNext_dual_i7_D3---NEBNext_dual_i5_D3.14_35_ACC_R2	54.39167435014021	51.0	101.0	9.090909090909092	32210571.0				
NS.1223.004.NEBNext_dual_i7_D4---NEBNext_dual_i5_D4.23_38_vHIP						0.0	93.65	25415376.0	
NS.1223.004.NEBNext_dual_i7_D4---NEBNext_dual_i5_D4.23_38_vHIP_R1	51.414333524597126	51.0	101.0	18.181818181818183	27138417.0				0.32020848840035565
NS.1223.004.NEBNext_dual_i7_D4---NEBNext_dual_i5_D4.23_38_vHIP_R2	54.606014584359485	51.0	101.0	9.090909090909092	27138417.0				
NS.1223.004.NEBNext_dual_i7_D5---NEBNext_dual_i5_D5.19_26_dHIP						0.0	93.22	24404305.0	
NS.1223.004.NEBNext_dual_i7_D5---NEBNext_dual_i5_D5.19_26_dHIP_R1	49.682463130136355	51.0	101.0	9.090909090909092	26178206.0				0.39674142349064284
NS.1223.004.NEBNext_dual_i7_D5---NEBNext_dual_i5_D5.19_26_dHIP_R2	51.05855218370314	51.0	101.0	9.090909090909092	26178206.0				
NS.1223.004.NEBNext_dual_i7_D6---NEBNext_dual_i5_D6.21_38_ACC							93.83	41037466.0	
NS.1223.004.NEBNext_dual_i7_D6---NEBNext_dual_i5_D6.21_38_ACC_R1	54.92192071121479	51.0	101.0	18.181818181818183	43734661.0				0.2976383056002104
NS.1223.004.NEBNext_dual_i7_D6---NEBNext_dual_i5_D6.21_38_ACC_R2	57.25334034144281	51.0	101.0	9.090909090909092	43734661.0				
NS.1223.004.NEBNext_dual_i7_D7---NEBNext_dual_i5_D7.07_09_vHIP						0.0	93.51	27217863.0	
NS.1223.004.NEBNext_dual_i7_D7---NEBNext_dual_i5_D7.07_09_vHIP_R1	50.31572033689291	51.0	101.0	18.181818181818183	29107394.0				0.37478539774545816
NS.1223.004.NEBNext_dual_i7_D7---NEBNext_dual_i5_D7.07_09_vHIP_R2	53.47607556061054	52.0	101.0	9.090909090909092	29107394.0				
NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP							93.98	36192122.0	
NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R1	54.76985632764645	51.0	101.0	18.181818181818183	38509207.0				0.3363216155780951
NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R2	57.744579734573435	52.0	101.0	9.090909090909092	38509207.0				
NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC						0.0	93.5	24229340.0	
NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R1	48.628927948601245	51.0	101.0	9.090909090909092	25914753.0				0.3475112350784195
NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R2	51.50593835353418	52.0	101.0	9.090909090909092	25914753.0				
NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC						0.0	93.51	27568644.0	
NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R1	49.774138272120716	51.0	101.0	9.090909090909092	29481268.0				0.34710004688232865
NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R2	52.85531670174641	52.0	101.0	9.090909090909092	29481268.0				
NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP							93.53	34954417.0	
NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R1	53.29297170907754	51.0	101.0	18.181818181818183	37371670.0				0.34942206592892056
NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R2	55.10708770219965	51.0	101.0	9.090909090909092	37371670.0				
NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP						0.0	93.71	54322855.0	
NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R1	57.104610134215854	51.0	101.0	18.181818181818183	57966911.0				0.31815522725670614
NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R2	60.58462413213945	51.0	101.0	9.090909090909092	57966911.0				
NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC							93.52	33167186.0	
NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R1	53.75198826556882	51.0	101.0	18.181818181818183	35465276.0				0.3377673942643542
NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R2	56.61993372169165	52.0	101.0	9.090909090909092	35465276.0				
NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP						0.0	93.23	32914029.0	
NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R1	54.73957220961243	51.0	101.0	18.181818181818183	35304070.0				0.36320839646718767
NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R2	57.53068781795212	51.0	101.0	9.090909090909092	35304070.0				
NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP						0.0	93.76	27658960.0	
NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R1	50.86383269319696	51.0	101.0	18.181818181818183	29499590.0				0.32195963495502045
NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R2	52.28552576438803	52.0	101.0	9.090909090909092	29499590.0				
NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC						0.0	93.91	24228370.0	
NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R1	49.18690196402857	51.0	101.0	9.090909090909092	25798669.0				0.30034846348311245
NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R2	52.2954569853071	51.0	101.0	9.090909090909092	25798669.0				
NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP						0.0	93.75	38580532.0	
NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R1	55.50335665721714	51.0	101.0	18.181818181818183	41150964.0				0.32109725026462593
NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R2	58.57097277338609	52.0	101.0	9.090909090909092	41150964.0				
NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP						0.0	93.63	27632854.0	
NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R1	48.442737594164484	51.0	101.0	9.090909090909092	29513634.0				0.39476178875481915
NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R2	51.043351649419535	51.0	101.0	9.090909090909092	29513634.0				
NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP						0.0	93.95	26110989.0	
NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R1	49.49347366104501	51.0	101.0	9.090909090909092	27791255.0				0.3112363943262008
NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R2	52.51943816963236	51.0	101.0	9.090909090909092	27791255.0				
NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC						0.0	93.32	32995670.0	
NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R1	52.37578001403365	50.0	101.0	18.181818181818183	35359355.0				0.3454701866110689
NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R2	54.99525849091263	51.0	101.0	9.090909090909092	35359355.0				
NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP						0.0	93.47	23658636.0	
NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R1	50.206114178526256	51.0	101.0	18.181818181818183	25310499.0				0.33526309527219367
NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R2	52.6136790656217	51.0	101.0	9.090909090909092	25310499.0				
NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP							93.55	20124580.0	
NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R1	46.34026425285222	51.0	101.0	9.090909090909092	21511997.0				0.3205684863581788
NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R2	48.680317634071265	51.0	101.0	0.0	21511997.0				
NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC						0.0	93.16	31885347.0	
NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R1	51.326194005204215	50.0	101.0	18.181818181818183	34227607.0				0.38931823902174395
NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R2	53.86782727678222	51.0	101.0	9.090909090909092	34227607.0				
NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP						0.0	93.5	31918935.0	
NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R1	53.01914474790412	52.0	101.0	18.181818181818183	34136366.0				0.36704011907958095
NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R2	55.2322930853304	52.0	101.0	9.090909090909092	34136366.0				
NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP						0.0	93.8	33222650.0	
NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R1	52.934016131974275	51.0	101.0	18.181818181818183	35419440.0				0.32989586319471076
NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R2	56.32820343864897	51.0	101.0	9.090909090909092	35419440.0				
NS.1223.004.NEBNext_dual_i7_F8---NEBNext_dual_i5_F8.11_09_ACC						0.0	93.14	24248270.0	
NS.1223.004.NEBNext_dual_i7_F8---NEBNext_dual_i5_F8.11_09_ACC_R1	49.65224150581544	51.0	101.0	9.090909090909092	26035217.0				0.31656447313172953
NS.1223.004.NEBNext_dual_i7_F8---NEBNext_dual_i5_F8.11_09_ACC_R2	52.41695756498254	51.0	101.0	9.090909090909092	26035217.0				
NS.1223.004.NEBNext_dual_i7_F9---NEBNext_dual_i5_F9.03_15_vHIP						0.0	93.76	64907013.0	
NS.1223.004.NEBNext_dual_i7_F9---NEBNext_dual_i5_F9.03_15_vHIP_R1	61.2689063588712	51.0	101.0	18.181818181818183	69226984.0				0.33656289516261234
NS.1223.004.NEBNext_dual_i7_F9---NEBNext_dual_i5_F9.03_15_vHIP_R2	64.15659925155786	52.0	101.0	9.090909090909092	69226984.0				
NS.1223.004.NEBNext_dual_i7_G1---NEBNext_dual_i5_G1.27_32_vHIP						0.0	93.57	27447427.0	
NS.1223.004.NEBNext_dual_i7_G1---NEBNext_dual_i5_G1.27_32_vHIP_R1	52.386933982567314	51.0	101.0	18.181818181818183	29335110.0				0.33750009716164436
NS.1223.004.NEBNext_dual_i7_G1---NEBNext_dual_i5_G1.27_32_vHIP_R2	54.67423115981138	51.0	101.0	9.090909090909092	29335110.0				
NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP						0.0	93.48	22591841.0	
NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP_R1	47.536712426143346	51.0	101.0	9.090909090909092	24168624.0				0.3815535897916552
NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP_R2	50.66575101759561	52.0	101.0	9.090909090909092	24168624.0				
NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC						0.0	93.3	25407287.0	
NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC_R1	48.85196541060207	50.0	101.0	9.090909090909092	27233126.0				0.3393676357300449
NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC_R2	50.95838501310631	51.0	101.0	9.090909090909092	27233126.0				
NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP						0.0	93.7	30151186.0	
NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP_R1	52.55990580317659	51.0	101.0	18.181818181818183	32176728.0				0.3061844375952904
NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP_R2	55.44097259906266	51.0	101.0	9.090909090909092	32176728.0				
NS.1223.004.NEBNext_dual_i7_G5---NEBNext_dual_i5_G5.13_09_dHIP						0.0	94.02	36486524.0	
