Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
NS.1223.004.NEBNext_dual_i7_A1---NEBNext_dual_i5_A1.03_32_vHIP_R1 - illumina_universal_adapter	0.00876695397887024	0.008802532450496114	0.00912901724894533	0.010125214454469853	0.010916312235327564	0.01155881757586544	0.012111330311702572	0.012621986022097496	0.012981956440900475	0.013877696785363703	0.014565198428251953	0.015267350030044972	0.01583765200169504	0.016334704178821248	0.016716649535981388	0.01709754846750547	0.017406244030141745	0.017740053808043346	0.01816699546755386	0.018819965064452285	0.019653966296388256	0.020589470815021584	0.021717517650689057	0.022985785521587927	0.024542866868038027	0.026712107211580398	0.029018429313446	0.031689953962294855	0.035166179925270144	0.039584188960695085	0.0452003553494032	0.051940382871234564	0.059705907516399995	0.06918547735342381	0.08096090503595268	0.09604094487714376	0.1146966211167354	0.136651677386809	0.16342657013655268	0.19578309722901469	0.23644405816921055	0.28738719740928453	0.34984520434850963	0.4247284692902539	0.5152620760448392	0.6254088384960068	0.7608864263191619	0.9247702844586707	1.1197675160350078	1.2873274674339785
NS.1223.004.NEBNext_dual_i7_A1---NEBNext_dual_i5_A1.03_32_vHIP_R2 - illumina_universal_adapter	0.008802532450496114	0.0088402037733941	0.009168781423115425	0.010187999992633163	0.011000026286211977	0.011638345924205633	0.012201322916403317	0.012726628585703012	0.013084506153233881	0.01398652505151344	0.014681351673854075	0.015392921106371592	0.015971594483110106	0.016466553808964203	0.016861056273757002	0.017254512312913747	0.017592507793359566	0.017939921104529886	0.01840453408693838	0.01909622143237085	0.01995742973084426	0.020903398505838132	0.022072255941311764	0.023353080919843294	0.02494574073791927	0.02715893095817596	0.02952594574693276	0.03224351312376804	0.03575950326091342	0.040187976552698915	0.045860649925754005	0.05263416306793914	0.06050642312798221	0.07009272837988365	0.0819288487493037	0.09709260264137923	0.11587384995729746	0.13786553112463296	0.1646958844330876	0.197136125576434	0.23779080796281354	0.2887402257567039	0.3511835827370242	0.42608254406330925	0.5166109186897144	0.6266038565723817	0.7620249374111898	0.9258156636690897	1.1206067493951242	1.2875221026022847
NS.1223.004.NEBNext_dual_i7_A2---NEBNext_dual_i5_A2.17_32_dHIP_R1 - illumina_universal_adapter	0.012942000139279493	0.012977887179945915	0.01328764900464554	0.014020500150886118	0.014617358300917104	0.015048002788914145	0.015489980026595318	0.015778965143540703	0.016026396844977597	0.01664403170276283	0.01721066918696946	0.017669645549176834	0.01807006937134952	0.0183930527373473	0.01868581543752073	0.01897291176285209	0.019236398193008174	0.019561270350619976	0.020075966065441	0.020874924918172354	0.021931703826217723	0.023255746747647223	0.024718615852707345	0.026564909655413957	0.02887867938259104	0.03195174333860501	0.035364789785142965	0.0393746943817119	0.04420622333038046	0.050359906408864494	0.058045399486320454	0.06698127261225906	0.07751034146462531	0.09017091165341551	0.10538607250017061	0.12413610685256808	0.14728324808240903	0.17487282718843	0.2072353827030848	0.2466280206051299	0.2954561170150225	0.3560419412222027	0.4304518312524107	0.5186753987517694	0.6232568460243666	0.7496566696263401	0.903922780305789	1.0894446146140755	1.307840866964417	1.493986946901138
NS.1223.004.NEBNext_dual_i7_A2---NEBNext_dual_i5_A2.17_32_dHIP_R2 - illumina_universal_adapter	0.013017551803840378	0.013053438844506798	0.013374533418890557	0.014118717314815267	0.014715575464846255	0.015166996660597539	0.015605196315050668	0.015899847806838115	0.016149168299889036	0.016759247991218175	0.017336273829301932	0.01780752733700045	0.0182136175340152	0.018546044858083092	0.018844473933098585	0.019148569382956143	0.019448887249585663	0.019799258093986763	0.020339452495597085	0.021166743222538767	0.022253742796408495	0.023615561550118434	0.02513226121617819	0.02701916403858628	0.029386764326762987	0.03252499159346073	0.036010756517138524	0.040056548154373886	0.04493529689339299	0.05115886526159584	0.058900077691665456	0.06792189083604207	0.07854634366491642	0.09132779651700404	0.10666950640189862	0.12553475704275147	0.1487668938952234	0.17649057720583994	0.20905145583996707	0.2486150293830812	0.29771605618119995	0.35848225998751926	0.43301869905586676	0.521381092738856	0.6261636963183466	0.7529195571395634	0.907602146369904	1.0934205209615921	1.311951821912336	1.4982820590314243
NS.1223.004.NEBNext_dual_i7_A3---NEBNext_dual_i5_A3.07_26_ACC_R1 - illumina_universal_adapter	0.004992967190373905	0.0050341802914087705	0.005442189991653935	0.006763069879821361	0.007803700680951704	0.008572325015251939	0.009295614938413821	0.009926175384247256	0.010393944080992975	0.01161900350925434	0.012684362171005603	0.01361371759934181	0.014448282895297829	0.01514684495783879	0.01570528247686121	0.016181293793813903	0.016606819061998887	0.017028223020080384	0.017504234337033076	0.018128612817711283	0.01896420844119317	0.01984410814828754	0.020828070935494943	0.022033554140764747	0.02368104785463348	0.025773643059678754	0.028177397177537263	0.03092528068903689	0.03431608857668042	0.03850540029687445	0.04402074354286527	0.05051489793843414	0.05842369202702475	0.06786149216400886	0.07968450052338577	0.09442951774613463	0.11296820091914282	0.1353500057636522	0.16271962616090607	0.1962598781106052	0.2379036560512846	0.2904864213341431	0.35487467940843864	0.432420219988115	0.5258358954487918	0.6397777558798834	0.7804834041230164	0.9506316917454568	1.1522255754574995	1.3230580005571186
NS.1223.004.NEBNext_dual_i7_A3---NEBNext_dual_i5_A3.07_26_ACC_R2 - illumina_universal_adapter	0.005032119636357028	0.005071272082340149	0.005456614577016137	0.006769251844976591	0.00784491378198657	0.008619720081442033	0.009324464109138226	0.009961206520126891	0.010437217837079583	0.011646822352452874	0.01273381789224744	0.013703356094092642	0.014552345975410863	0.015259150658158797	0.01582273981481058	0.016303902769392628	0.01676651982850899	0.017201318044426817	0.017692784274267584	0.018384134044127445	0.01928154931916163	0.020205753109868482	0.021202079827386346	0.022430230238225324	0.0240797846071458	0.026203289637967225	0.0286915306129472	0.03152287065404243	0.03498683179602284	0.039227659892510466	0.044799671152424225	0.05130618947830355	0.05930565238917086	0.06889285001740636	0.08086525586803467	0.09581324761338023	0.11456211760166624	0.13722108055063503	0.1651007130731954	0.1989892157266391	0.24118421889365985	0.2942141463227467	0.35912478045265916	0.4371102708858826	0.5311462035171344	0.6457392309445766	0.7871722904209749	0.9582355088863894	1.1607803849048115	1.3327533825755706
NS.1223.004.NEBNext_dual_i7_A4---NEBNext_dual_i5_A4.10_35_vHIP_R1 - illumina_universal_adapter	0.005824049212899668	0.005857775158396011	0.006190818870172394	0.007038183250768003	0.007763291078939369	0.008273396004571552	0.008684430965308227	0.009097573797638425	0.009436941124195374	0.010286413376384503	0.011009413332962348	0.011689201921873005	0.012266758738497871	0.012729436553275821	0.013099368017938831	0.013493540005927335	0.01378442628583329	0.014102714896455024	0.014558015160655649	0.015145057399451364	0.015917592338476963	0.016838732224845818	0.017843133039158774	0.019097316637304015	0.020759373388795653	0.022810332449291988	0.025294459122256974	0.02804628548759918	0.03158645582891839	0.03588440600810856	0.04140492171154114	0.04800888341404373	0.05578692959413775	0.06539039257422131	0.07730302888500759	0.09154907904982207	0.10958508233978806	0.13135307228608373	0.15809985493627693	0.1900067072474106	0.2304630867418671	0.2810530589221778	0.34365789918556056	0.41839354046965904	0.5077441094474383	0.616256285146124	0.7494674462418969	0.9103834176271184	1.1016453624084708	1.2669383291576397
NS.1223.004.NEBNext_dual_i7_A4---NEBNext_dual_i5_A4.10_35_vHIP_R2 - illumina_universal_adapter	0.005883069617518268	0.005918903434608132	0.006235084173636344	0.007082448554231953	0.007809664253996841	0.00830079833528733	0.008699186066462878	0.009101789540825468	0.009436941124195374	0.010265334660449288	0.010969363772685441	0.011641774811018772	0.012245680022562657	0.012719951131104974	0.013079343237800377	0.013474569161585643	0.01378442628583329	0.01408374405211333	0.014548529738484802	0.015141895592061081	0.0159407789260057	0.016889321143090334	0.01791058493015146	0.019154229170329093	0.020852119738910595	0.022952613781854682	0.02541249993149417	0.02817486565480399	0.03172241354670053	0.036056197542980555	0.04161043919190949	0.04813535570965502	0.055984015588132006	0.0655706155954674	0.07743055511641564	0.09170611548353942	0.10964831848759371	0.1313699352588319	0.15774889431595562	0.1895851329287063	0.2299529818162349	0.2800981930903126	0.34210334388533853	0.4163541747029271	0.5052852772335956	0.6128752591101156	0.744903904241923	0.9044834850368519	1.0945017855780268	1.2577121751927964
NS.1223.004.NEBNext_dual_i7_A5---NEBNext_dual_i5_A5.08_31_dHIP_R1 - illumina_universal_adapter	0.006157561361889736	0.006177582334525938	0.0064445286363419675	0.007207550149032784	0.007819302090694516	0.008255314383660697	0.008726919516869016	0.009069500604199586	0.009365366088712352	0.010079447446070228	0.010702322150307631	0.011304063605651261	0.011742300451132576	0.012042615040675608	0.01236072605033971	0.012639907390988974	0.012909078245320137	0.013211617387378301	0.013599801801269112	0.014134806681158737	0.014913400061455489	0.015818792935114852	0.01681650473815226	0.0181178679595054	0.01972510715168941	0.021746113111688264	0.023945083272897804	0.026566718411982722	0.029775635415062902	0.033871036595423815	0.03876060302368742	0.04465789174130652	0.05154621860441763	0.05987494322107774	0.07006116918787439	0.08241522158066869	0.09776129710631766	0.11602932236059457	0.1379044595181606	0.1644011045259166	0.1972177032291671	0.2386210746408332	0.2888158775923072	0.3491446295264722	0.4207440767785614	0.5069999882766082	0.6135838606579457	0.741683604965655	0.8936661450758385	1.0237301692544107
