Sample	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101
NS.1223.004.NEBNext_dual_i7_A1---NEBNext_dual_i5_A1.03_32_vHIP_R2 - First read: Adapter 1	1.3423836485156293	1.4605676053176233	2.913861016934623	8.034117697484033	27.739336167878204	106.34755177616239	394.9094898518925	1416.798245614035	5331.315789473684	19978.214285714286	72020.0	241655.0	42852.0	40393.0	37294.0	33963.0	27786.0	26635.0	24448.0	21256.0	20186.0	18630.0	16674.0	14648.0	13924.0	12254.0	11228.0	10142.0	8115.0	8005.0	7076.0	6516.0	5922.0	5009.0	5074.0	4585.0	4121.0	3572.0	3308.0	2920.0	2898.0	2041.0	3802.0	454.0	1304.0	1760.0	1448.0	1290.0	1220.0	1060.0	915.0	858.0	884.0	603.0	592.0	614.0	715.0	386.0	278.0	504.0	283.0	282.0	244.0	390.0	257.0	434.0	176.0	99.0	61.0	98.0	113.0	94.0	75.0	83.0	74.0	66.0	97.0	89.0	101.0	81.0	106.0	129.0	113.0	145.0	156.0	171.0	182.0	139.0	211.0	328.0	173.0	259.0	271.0	312.0	399.0	490.0	190.0	379.0	12515.0
NS.1223.004.NEBNext_dual_i7_A1---NEBNext_dual_i5_A1.03_32_vHIP_R2 - Second read: Adapter 2	1.6514987963258505	1.599487375386625	3.1405346557569573	8.383781235266383	28.492319297764364	114.32313811548484	356.4563905650027	1488.2456140350878	5148.771929824561	20071.785714285714	74314.28571428572	251275.0	40725.0	39686.0	42695.0	25997.0	33982.0	24501.0	21805.0	21701.0	19953.0	18953.0	17351.0	14614.0	13146.0	13191.0	10027.0	11163.0	7174.0	8435.0	6647.0	6483.0	13247.0	6320.0	2229.0	2630.0	4626.0	680.0	2669.0	4927.0	1548.0	5224.0	2196.0	1177.0	1178.0	590.0	1785.0	273.0	509.0	218.0	723.0	1095.0	433.0	601.0	904.0	442.0	393.0	791.0	400.0	214.0	673.0	631.0	312.0	283.0	266.0	126.0	117.0	122.0	68.0	42.0	71.0	60.0	67.0	64.0	31.0	37.0	51.0	61.0	89.0	83.0	98.0	115.0	119.0	121.0	150.0	158.0	180.0	141.0	207.0	329.0	183.0	244.0	263.0	328.0	386.0	492.0	182.0	117.0	4162.0
NS.1223.004.NEBNext_dual_i7_A2---NEBNext_dual_i5_A2.17_32_dHIP_R2 - First read: Adapter 1	1.3423548063248225	1.5084900738399736	3.121172852639112	8.781119930681273	30.46790864640713	119.6596113380369	438.86138613861385	1573.0891089108911	6007.619047619048	21573.125	77421.25	300290.0	53747.0	50325.0	47488.0	42448.0	35635.0	33716.0	30931.0	27243.0	26747.0	23878.0	21989.0	19172.0	18488.0	17256.0	13752.0	13350.0	11147.0	10648.0	9576.0	8577.0	8286.0	7220.0	7018.0	6034.0	5629.0	5269.0	4426.0	4034.0	4030.0	3354.0	5386.0	613.0	2255.0	3076.0	2475.0	1367.0	2147.0	1617.0	1191.0	1366.0	1751.0	1063.0	861.0	773.0	1395.0	341.0	296.0	1094.0	367.0	284.0	340.0	742.0	210.0	560.0	267.0	171.0	35.0	121.0	128.0	130.0	96.0	83.0	72.0	66.0	76.0	77.0	74.0	81.0	77.0	89.0	101.0	98.0	127.0	118.0	128.0	145.0	189.0	235.0	133.0	153.0	234.0	239.0	332.0	399.0	198.0	689.0	22186.0
NS.1223.004.NEBNext_dual_i7_A2---NEBNext_dual_i5_A2.17_32_dHIP_R2 - Second read: Adapter 2	1.6559594849673345	1.6351847885109236	3.334912867725277	9.130421327886863	31.02525221266324	124.65156578784503	412.6930693069307	1640.950495049505	5834.126984126984	21709.6875	79743.75	310315.0	50488.0	50272.0	49191.0	37726.0	37682.0	35608.0	29032.0	27738.0	26029.0	23761.0	22593.0	19280.0	18914.0	16306.0	14083.0	13021.0	11889.0	10183.0	10775.0	8206.0	7654.0	7303.0	8735.0	5093.0	5506.0	5694.0	3376.0	4554.0	3236.0	3778.0	3711.0	2976.0	4072.0	1129.0	3681.0	668.0	1183.0	655.0	1446.0	2003.0	442.0	1114.0	1979.0	529.0	338.0	1658.0	324.0	244.0	1569.0	589.0	168.0	360.0	179.0	196.0	251.0	301.0	107.0	146.0	165.0	81.0	80.0	45.0	57.0	50.0	74.0	69.0	65.0	78.0	73.0	88.0	98.0	92.0	122.0	121.0	128.0	147.0	195.0	231.0	133.0	158.0	241.0	237.0	328.0	410.0	200.0	149.0	6872.0
NS.1223.004.NEBNext_dual_i7_A3---NEBNext_dual_i5_A3.07_26_ACC_R2 - First read: Adapter 1	1.3524927003352438	1.502056039269163	3.085022652028132	8.68641170860167	29.640095884398526	115.82309250506414	426.1588330632091	1554.2548596112313	5806.293103448276	21077.58620689655	79127.14285714286	265710.0	47956.0	44212.0	41492.0	37241.0	31485.0	29392.0	27121.0	23651.0	22272.0	20872.0	18598.0	16057.0	15511.0	13562.0	12470.0	10977.0	9351.0	8798.0	7852.0	7438.0	6035.0	5889.0	5401.0	4889.0	4294.0	3906.0	3417.0	3034.0	3074.0	2395.0	3663.0	555.0	1700.0	1764.0	1567.0	1410.0	1197.0	1088.0	977.0	891.0	973.0	657.0	654.0	696.0	739.0	361.0	349.0	606.0	296.0	244.0	225.0	390.0	240.0	418.0	207.0	129.0	48.0	100.0	118.0	112.0	108.0	112.0	118.0	103.0	118.0	115.0	131.0	140.0	163.0	178.0	206.0	227.0	212.0	255.0	253.0	282.0	303.0	485.0	244.0	333.0	380.0	406.0	546.0	681.0	219.0	427.0	15705.0
NS.1223.004.NEBNext_dual_i7_A3---NEBNext_dual_i5_A3.07_26_ACC_R2 - Second read: Adapter 2	1.6574459218151174	1.6391393912857697	3.2980382309683924	8.95490263933084	30.519261284985987	126.58474004051317	375.0135062128579	1618.66090712743	5667.1551724137935	21344.482758620692	80977.14285714286	279570.0	44903.0	44342.0	47115.0	29359.0	38911.0	26433.0	23525.0	24274.0	22004.0	21257.0	19312.0	16086.0	14548.0	14381.0	11246.0	12052.0	8331.0	8776.0	7723.0	8017.0	5915.0	5669.0	5302.0	5333.0	4811.0	2595.0	3527.0	4129.0	1868.0	2832.0	2769.0	2034.0	2961.0	813.0	2334.0	464.0	710.0	456.0	1007.0	1328.0	328.0	755.0	1300.0	345.0	278.0	1047.0	214.0	218.0	1000.0	410.0	126.0	221.0	111.0	133.0	166.0	239.0	90.0	125.0	138.0	113.0	110.0	79.0	78.0	74.0	105.0	111.0	115.0	132.0	161.0	165.0	195.0	221.0	213.0	233.0	251.0	287.0	301.0	478.0	256.0	329.0	374.0	407.0	544.0	677.0	224.0	94.0	2517.0
NS.1223.004.NEBNext_dual_i7_A4---NEBNext_dual_i5_A4.10_35_vHIP_R2 - First read: Adapter 1	1.3474108120789063	1.480665863359762	2.9681001008001413	8.202774923806153	28.15582262743473	108.50393700787401	404.97237569060775	1460.9734513274336	5567.9646017699115	20716.428571428572	72890.0	247590.0	44405.0	41016.0	38184.0	34517.0	29264.0	27151.0	25420.0	22095.0	20818.0	19649.0	17465.0	15204.0	14805.0	12543.0	11866.0	10386.0	8785.0	7891.0	7497.0	6895.0	5998.0	5541.0	5158.0	4689.0	4046.0	3901.0	2917.0	3164.0	2977.0	2412.0	3553.0	549.0	1566.0	1774.0	1534.0	1367.0	1280.0	1068.0	951.0	916.0	925.0	681.0	636.0	715.0	712.0	368.0	307.0	547.0	344.0	267.0	241.0	352.0	278.0	411.0	167.0	111.0	59.0	88.0	97.0	119.0	85.0	74.0	77.0	63.0	93.0	99.0	104.0	85.0	94.0	122.0	137.0	174.0	130.0	182.0	183.0	155.0	233.0	314.0	168.0	216.0	217.0	253.0	373.0	434.0	189.0	521.0	17115.0
NS.1223.004.NEBNext_dual_i7_A4---NEBNext_dual_i5_A4.10_35_vHIP_R2 - Second read: Adapter 2	1.6567869886927704	1.6132276911006151	3.17742767535879	8.497966725089146	28.77400193396878	118.12957590827463	356.30939226519337	1529.4911504424779	5369.380530973451	21002.857142857145	74800.0	258115.0	41832.0	40617.0	43000.0	27183.0	35822.0	24638.0	22225.0	22632.0	20565.0	19989.0	18159.0	15247.0	13728.0	13093.0	10811.0	10690.0	8747.0	7664.0	7694.0	6527.0	6407.0	5440.0	4939.0	4787.0	4132.0	3326.0	3225.0	3519.0	2378.0	2916.0	2757.0	2131.0	2566.0	893.0	2333.0	474.0	732.0	472.0	1006.0	1300.0	396.0	713.0	1218.0	377.0	287.0	994.0	205.0	238.0	986.0	362.0	120.0	219.0	95.0	167.0	145.0	231.0	93.0	95.0	134.0	100.0	75.0	49.0	48.0	58.0	78.0	95.0	97.0	87.0	81.0	118.0	126.0	165.0	118.0	179.0	184.0	163.0	224.0	311.0	169.0	208.0	210.0	267.0	358.0	425.0	188.0	103.0	2907.0
NS.1223.004.NEBNext_dual_i7_A5---NEBNext_dual_i5_A5.08_31_dHIP_R2 - First read: Adapter 1	1.3258730745164535	1.3891402534552109	2.556760586159688	6.586088129168641	22.480956372781282	86.5213587986587	324.58309037900875	1174.4055944055945	4394.205607476636	15939.629629629628	55682.857142857145	185260.0	33223.0	31054.0	28971.0	26095.0	22239.0	20526.0	19096.0	16924.0	17028.0	13843.0	13223.0	11695.0	11725.0	11762.0	6665.0	8041.0	6932.0	8675.0	3973.0	5171.0	4032.0	4463.0	4159.0	3488.0	3363.0	3027.0	2629.0	2439.0	2417.0	2051.0	3122.0	510.0	1144.0	2067.0	1244.0	704.0	1302.0	929.0	648.0	888.0	1195.0	558.0	402.0	468.0	794.0	134.0	216.0	687.0	198.0	143.0	256.0	415.0	116.0	308.0	172.0	97.0	24.0	64.0	88.0	66.0	84.0	54.0	77.0	56.0	66.0	65.0	65.0	75.0	84.0	63.0	85.0	106.0	119.0	153.0	145.0	145.0	163.0	263.0	139.0	170.0	237.0	215.0	310.0	360.0	163.0	587.0	20104.0
