Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Picard_mqc-generalstats-picard-PERCENT_DUPLICATION	STAR_mqc-generalstats-star-uniquely_mapped_percent	STAR_mqc-generalstats-star-uniquely_mapped	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed
NS.1223.004.NEBNext_dual_i7_G1---NEBNext_dual_i5_G1.27_32_vHIP_R2	54.67423115981138	51.0	101.0	9.090909090909092	29335110.0				0.51617530685723
NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP						0.154139	93.48	22591841.0	
NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP_R1	47.536712426143346	51.0	101.0	9.090909090909092	24168624.0				
NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP_R2	50.66575101759561	52.0	101.0	9.090909090909092	24168624.0				0.5823030662145324
NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC						0.173466	93.3	25407287.0	
NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC_R1	48.85196541060207	50.0	101.0	9.090909090909092	27233126.0				
NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC_R2	50.95838501310631	51.0	101.0	9.090909090909092	27233126.0				0.5234397255753893
NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP						0.186273	93.7	30151186.0	
NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP_R1	52.55990580317659	51.0	101.0	18.181818181818183	32176728.0				
NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP_R2	55.44097259906266	51.0	101.0	9.090909090909092	32176728.0				0.47107711812803665
NS.1223.004.NEBNext_dual_i7_G5---NEBNext_dual_i5_G5.13_09_dHIP						0.197946	94.02	36486524.0	
NS.1223.004.NEBNext_dual_i7_G5---NEBNext_dual_i5_G5.13_09_dHIP_R1	52.65941928910944	51.0	101.0	18.181818181818183	38805151.0				
NS.1223.004.NEBNext_dual_i7_G5---NEBNext_dual_i5_G5.13_09_dHIP_R2	55.82121234566388	51.0	101.0	9.090909090909092	38805151.0				0.4788152995461865
NS.1223.004.NEBNext_dual_i7_G6---NEBNext_dual_i5_G6.01_15_ACC						0.16475	93.65	21948190.0	
NS.1223.004.NEBNext_dual_i7_G6---NEBNext_dual_i5_G6.01_15_ACC_R1	46.46194973286282	51.0	101.0	9.090909090909092	23436364.0				
NS.1223.004.NEBNext_dual_i7_G6---NEBNext_dual_i5_G6.01_15_ACC_R2	48.95643050346945	51.0	101.0	0.0	23436364.0				0.5019337462158387
NS.1223.004.NEBNext_dual_i7_G7---NEBNext_dual_i5_G7.25_31_vHIP						0.187085	93.28	29540393.0	
NS.1223.004.NEBNext_dual_i7_G7---NEBNext_dual_i5_G7.25_31_vHIP_R1	52.26839807987941	51.0	101.0	18.181818181818183	31669754.0				
NS.1223.004.NEBNext_dual_i7_G7---NEBNext_dual_i5_G7.25_31_vHIP_R2	55.28017980784167	51.0	101.0	9.090909090909092	31669754.0				0.5022189779291786
NS.1223.004.NEBNext_dual_i7_G8---NEBNext_dual_i5_G8.11_09_dHIP						0.164232	93.46	26143996.0	
NS.1223.004.NEBNext_dual_i7_G8---NEBNext_dual_i5_G8.11_09_dHIP_R1	49.09195886914267	50.0	101.0	9.090909090909092	27972785.0				
NS.1223.004.NEBNext_dual_i7_G8---NEBNext_dual_i5_G8.11_09_dHIP_R2	51.45022298641325	51.0	101.0	9.090909090909092	27972785.0				0.49611493230415427
NS.1223.004.NEBNext_dual_i7_G9---NEBNext_dual_i5_G9.03_32_ACC						0.18332	93.11	25451776.0	
NS.1223.004.NEBNext_dual_i7_G9---NEBNext_dual_i5_G9.03_32_ACC_R1	49.477908300986805	51.0	101.0	9.090909090909092	27335011.0				
NS.1223.004.NEBNext_dual_i7_G9---NEBNext_dual_i5_G9.03_32_ACC_R2	51.95566341127174	51.0	101.0	9.090909090909092	27335011.0				0.526462217083048
NS.1223.004.NEBNext_dual_i7_H1---NEBNext_dual_i5_H1.17_32_ACC						0.201534	93.56	44007031.0	
NS.1223.004.NEBNext_dual_i7_H1---NEBNext_dual_i5_H1.17_32_ACC_R1	56.34743606514688	51.0	101.0	18.181818181818183	47037713.0				
NS.1223.004.NEBNext_dual_i7_H1---NEBNext_dual_i5_H1.17_32_ACC_R2	58.93346904657726	51.0	101.0	9.090909090909092	47037713.0				0.4996792006380746
NS.1223.004.NEBNext_dual_i7_H2---NEBNext_dual_i5_H2.08_09_vHIP						0.186691	93.42	37242407.0	
NS.1223.004.NEBNext_dual_i7_H2---NEBNext_dual_i5_H2.08_09_vHIP_R1	53.99226267609536	50.0	101.0	18.181818181818183	39864985.0				
NS.1223.004.NEBNext_dual_i7_H2---NEBNext_dual_i5_H2.08_09_vHIP_R2	56.33542405449758	51.0	101.0	9.090909090909092	39864985.0				0.5012436426861744
NS.1223.004.NEBNext_dual_i7_H3---NEBNext_dual_i5_H3.10_35_dHIP						0.18083	93.75	37512401.0	
NS.1223.004.NEBNext_dual_i7_H3---NEBNext_dual_i5_H3.10_35_dHIP_R1	53.05196844389704	51.0	101.0	18.181818181818183	40015025.0				
NS.1223.004.NEBNext_dual_i7_H3---NEBNext_dual_i5_H3.10_35_dHIP_R2	55.27679867257292	51.0	101.0	9.090909090909092	40015025.0				0.5308555726230582
NS.1223.004.NEBNext_dual_i7_H4---NEBNext_dual_i5_H4.08_31_ACC						0.181787	93.33	29367963.0	
NS.1223.004.NEBNext_dual_i7_H4---NEBNext_dual_i5_H4.08_31_ACC_R1	51.22223205640872	51.0	101.0	18.181818181818183	31467893.0				
NS.1223.004.NEBNext_dual_i7_H4---NEBNext_dual_i5_H4.08_31_ACC_R2	53.624540539194996	51.0	101.0	9.090909090909092	31467893.0				0.46899458082969564
NS.1223.004.NEBNext_dual_i7_H5---NEBNext_dual_i5_H5.13_09_vHIP						0.175384	92.99	30051887.0	
NS.1223.004.NEBNext_dual_i7_H5---NEBNext_dual_i5_H5.13_09_vHIP_R1	50.37198485492716	51.0	101.0	18.181818181818183	32317633.0				
NS.1223.004.NEBNext_dual_i7_H5---NEBNext_dual_i5_H5.13_09_vHIP_R2	53.207464974328175	51.0	101.0	9.090909090909092	32317633.0				0.6315169391665326
NS.1223.004.NEBNext_dual_i7_H6---NEBNext_dual_i5_H6.01_15_dHIP						0.171646	93.42	26425100.0	
NS.1223.004.NEBNext_dual_i7_H6---NEBNext_dual_i5_H6.01_15_dHIP_R1	48.877950019384585	51.0	101.0	9.090909090909092	28285994.0				
NS.1223.004.NEBNext_dual_i7_H6---NEBNext_dual_i5_H6.01_15_dHIP_R2	50.38923944876201	51.0	101.0	9.090909090909092	28285994.0				0.5056423519941872
NS.1223.004.NEBNext_dual_i7_H7---NEBNext_dual_i5_H7.05_13_ACC						0.196172	93.33	32321528.0	
NS.1223.004.NEBNext_dual_i7_H7---NEBNext_dual_i5_H7.05_13_ACC_R1	53.19614345261019	51.0	101.0	18.181818181818183	34630376.0				
NS.1223.004.NEBNext_dual_i7_H7---NEBNext_dual_i5_H7.05_13_ACC_R2	55.10204074513368	51.0	101.0	9.090909090909092	34630376.0				0.5434936114702272
NS.1223.004.NEBNext_dual_i7_H8---NEBNext_dual_i5_H8.11_09_vHIP						0.192347	93.48	45010971.0	
NS.1223.004.NEBNext_dual_i7_H8---NEBNext_dual_i5_H8.11_09_vHIP_R1	55.32027399672193	50.0	101.0	18.181818181818183	48148891.0				
NS.1223.004.NEBNext_dual_i7_H8---NEBNext_dual_i5_H8.11_09_vHIP_R2	56.585797669150296	51.0	101.0	9.090909090909092	48148891.0				0.48453943900106367
NS.1223.004.NEBNext_dual_i7_H9---NEBNext_dual_i5_H9.03_32_dHIP						0.179495	93.52	33704723.0	
NS.1223.004.NEBNext_dual_i7_H9---NEBNext_dual_i5_H9.03_32_dHIP_R1	51.93567657835211	50.0	101.0	18.181818181818183	36039621.0				
NS.1223.004.NEBNext_dual_i7_H9---NEBNext_dual_i5_H9.03_32_dHIP_R2	52.95579269739654	51.0	101.0	9.090909090909092	36039621.0				0.4530895110530087
